video_id,title,channel_title,published_at,category_id,category,tags,view_count,like_count,comment_count,duration,description,fetched_at,source
32hC70T03XQ,Jail Yatra | Roshan Rohi | New Maghi Song 2026 | Jail Star Song | #JelYatra #RoshanRohi,Rajak Bhojpuri Entertainment,2026-04-05T08:17:21Z,10,Music,"['Roshan Rohi', 'Jail Yatra', 'Maghi Song 2026', 'Maghi Rangdari Song', 'Jel Yatra Song', 'Roshan Rohi New Song', 'Bhojpuri Maghi Song', 'Jail Song', 'Desi Song 2026', 'New Maghi Video']",133670,468,16,PT2M43S,"Jail Yatra | Roshan Rohi | New Maghi Song 2026 | Jail Star Song | #JelYatra #RoshanRohi


Jail Yatra - Roshan Rohi | New Maghi Rangdari Song 2026

अगर आपको ये गाना पसंद आए तो वीडियो को Like 👍, Share 🔁 और Channel को Subscribe 🔔 जरूर करें।

🎤 Singer: Roshan Rohi
🎶 Song: Jail Yatra
🎧 Genre: Maghi Rangdari Song
📅 Release Year: 2026

👉 यह गाना सिर्फ एंटरटेनमेंट के लिए है।

💬 Comment करके बताइए आपको ये गाना
 कैसा लगा

#RoshanRohi #JailYatra #MaghiSong #RangdariSong #NewSong2026 #DesiSong #BhojpuriSong #ViralSong",2026-04-12T10:45:24.470229,trending
ykTzD9M7Ctk,"Kamsahamnida Lyrical - Korean Kanakaraju | Varun Tej, Ritika | Merlapaka | Thaman S | Sid Sriram",T-Series Telugu,2026-04-11T13:00:07Z,10,Music,"['Kamsahamnida Lyrical', 'Korean Kanakaraju song', 'Varun Tej new song', 'Ritika Nayak song', 'Sid Sriram Telugu songs', 'Thaman S music', 'Merlapaka Gandhi film', 'Kamsahamnida Lyrical Video', 'Korean Kanakaraju movie songs', 'Varun Tej songs', 'Telugu trending songs', 'Sid Sriram hits', 'Thaman S songs', 'Telugu new songs', 'trending Telugu music', 'Korean Kanakaraju promo', 'Korean Kanakaraju Kamsahamnida', 'Korean Kanakaraju Latest Song', 'Sid Sriram New Song', 'Sid Sriram Telugu Song', 'Sid Sriram Hits']",3630913,66559,1372,PT3M30S,"Presenting the Lyrical Video of '#'Kamsahamnida'' from ''#KoreanKanakaraju'' starring Varun Tej,Ritika Nayak. Written & Directed by Merlapaka Gandhi . Music composed by Thaman S.

Mega Prince Varun Tej’s KOREAN KANAKARAJU is an upcoming INDO KOREAN HORROR COMEDY FILM, written and directed by Merlapaka Gandhi. Produced on an expansive scale by UV Creations and First Frame Entertainments with music by the sensational Thaman S. This project is set to deliver entertainment like never before. Joining the cast are the talented Satya and Ritika Nayak, promising a perfect blend of humour and drama.

#VarunTej #RitikaNayak #Satya #MerlapakaGandhi #ThamanS #ManojhReddy #UVCreations #FirstFrameEntertainments #LatestTeluguMovies2026 #VT15
------------------------------------------ 
Connect with T-Series Telugu: 👉 http://bit.ly/SubscribeToTseriesTelugu
------------------------------------------
🎶 Music Slate 🎶
Song Name:- Kamsahamnida 
Cast: Varun Tej, Ritika Nayak, Satya
Singer - Sid Sriram 
Music director- Thaman S 
Lyricist - Kasarla Shyam

Film name: Korean Kanakaraju Banners: UV Creations, First Frame Entertainment
Director: Merlapaka Gandhi
Main star cast : Varun Tej, Ritika Nayak, Satya

Technical Crew:
Writer, Director: Merlapaka Gandhi
Producers: UV Creations, First Frame Entertainment
Music Director: Thaman S
Cinematographer: Manojh Reddy
PRO: Vamsi-Shekar
Marketing: Haashtag Media
Title Design & Publicity Designs : Sasank Muppalla (Dolly Design Studio)

Music Label: T-Series
---------------------------
Enjoy & stay connected with us! 🎶

👉 Subscribe to T-Series Telugu: http://bit.ly/SubscribeToTseriesTelugu
👉 Like us on Facebook: http://www.facebook.com/Tseriestelugu
👉 Follow us on Instagram: http://bit.ly/InstagramT-SeriesSouthOffical
👉 Follow us on Twitter: http://bit.ly/TwitterT-SeriesSouthOffical
👉 Follow us on WhatsApp: https://bit.ly/4cGF0YV
👉 Follow us on Snapchat: https://bit.ly/4jpOwCC

Thank you for watching our latest Telugu song 2026.
If you enjoyed the song, please SUBSCRIBE to our channel and press the Bell icon 🔔 to receive instant updates on all our new releases.
✨ We promise to bring you the best Telugu songs of all time — keep supporting us!",2026-04-12T10:45:24.470229,trending
ZbLX_B5mQ1o,"""THE C.I.D's"" | Web Series | Coming Soon Trailer | LLN MEDIA","Life, Living & Nature",2026-04-10T07:48:27Z,1,Film & Animation,"['kerala travel videos', 'devu', 'expressionqueen1', 'devu diya', 'tiktok', 'tamil', 'tamil tiktok', 'best tiktok', 'india', 'travel guid', 'food', 'recipe', 'hotel', 'travel and living', 'life living and nature', 'a vlog with devu', ""devu's vlogg"", 'home videos', 'diya', 'play', 'girls', 'food and travel', 'sea', 'nature', 'hill', 'nilambur', 'fyp', 'lifestylevlog', 'kerala', 'mallu family', 'karikku', 'tamil vlog', 'theja thangu', 'shivani menon', 'nikki short film', 'puppy short film', 'web series', 'malayalam comedy short film', 'nikki', 'chicken popcorn', 'food films']",67229,1195,132,PT32S,"#lifelivingandnature #shortfilms #devudiya #nikki #puppy
Watch our latest Web Series Trailer """"THE C.I.D's"" 

Script, Camera, Editing, Sound Design & Direction : Seekko Thomas
Studio : LLN Media
Production : LLN Media Productions LLP

©2022 LLN Media Productions LLP,  India Inc. All rights reserved.",2026-04-12T10:45:24.470229,trending
UCGKnZpObdw,GTA 5 : Franklin Opened A Factory To Print FAKE NOTES In Gta 5 ! (GTA 5 Mods),Flight Gamer,2026-04-11T07:35:00Z,20,Gaming,"['gta 5 mods', 'gta v mods', 'FLIGHT GAMER', 'flight gamer gta 5', 'gta 5', 'flight', 'techno gamerz gta 5', 'gta', 'gta v', 'gta 5 techno gamerz', 'gta 5 secret base', 'techno gamerz', 'hulk', 'flight gamer', 'Franklin Opened A Factory To Print FAKE NOTES In Gta 5', 'Flight Gamer', 'flight game', 'mods gta 5', 'flight gamer secret base', 'franklin secret base', 'gta v secret base', 'franklin investigates', 'franklin fake notes', 'fake notes gta v', 'gta 5 fake notes', 'franklin print fake notes']",362583,7976,744,PT29M20S,"YOU ARE  WATCHING FLIGHT GAMER
GTA 5 : Franklin Opened A Factory To Print FAKE NOTES In Gta 5 (GTA 5 Mods)
=====================================================
INSTAGRAM :-https://www.instagram.com/flightgamer_real
____________________________________________________________
TWITTER :-https://twitter.com/flightgamer22
=====================================================

Mod Credits :-https://www.gta5-mods.com/scripts/counterfeit-cash-business

So guys i hope you like this video so plz.. plz.. hit a like button and plz.. share this video everywhere and smash Subscribe button....and press the bell icon...

THANK YOU FOR WATCHING.",2026-04-12T10:45:24.470229,trending
64NtshqCm7I,Mollywood Times - Apna Friday Aayega Video | Naslen | Abhinav Sunder | Ashiq Usman | Jakes Bejoy,Sony Music Malayalam,2026-04-10T12:28:06Z,10,Music,"['malayalam film songs', 'malayalam movie songs', 'malayalam video songs', 'malayalam film video songs', 'popular malayalam songs', 'Latest Malayalam Songs', 'malayalam songs', 'malayalam music', 'sony music malayalam', 'south indian songs', 'trending malayalam songs', 'malayalam latest video songs', 'classic malayalam songs', 'new malayalam songs', 'latest malayalam movie songs', 'malayalam trailer', 'malayalam song lyrics', 'malayalam karaoke songs']",3634514,32338,1270,PT3M14S,"Director: ABHINAV SUNDER NAYAK
Producer: ASHIQ USMAN
Writer: RAMU SUNIL
Cinematography: VISWAJITH ODUKKATHIL
Music: JAKES BEJOY
Editing: NIDHIN RAJ AROL & DIRECTOR
Sound design & mix: VISHNU GOVIND
Lyrics: VINAYAK SASIKUMAR
Art: ASHIK S
Costumes: MASHAR HAMSA
Make up: RONEX XAVIER
Choreography: SHOBI MASTER
Production controller: SUDHARMAN VALLIKKUNNU
Finance controller: SHIVAKUMAR 
Chief Associate Director: RAJESH ADOOR
VFX: DIGIBRICKS
Colourist: SRIK VARIER
Motion Graphics: JOBIN JOSEPH
PRO: AS DINESH
Stills: BOYAK
Designs: YELLOWTOOTHS
Release: CENTRAL PICTURES, AP INTERNATIONAL & HOME SCREEN ENTERTAINMENT

Musicians Credits
ong Composed, Arranged & Produced by JAKES BEJOY
Lyrics : VINAYAK SASIKUMAR 

Singer : SANJITH HEGDE

Backing Vocals : JAKES BEJOY, AKHIL J CHAND, KC BALASARANGAN , MIDHUN ANAND, UNMESH UNNIKRISHNAN, DON VINCENT 

Music Producers: JAKES BEJOY, K C BALASARANGAN
Additional Music Production : ABJAKSH

Electric Guitar : KEBA JEREMIAH
Bass : NAPIER NAVEEN 
Brass : VIJI TRUMPET 
Additional Guitar : KHALID NAJ 

Session Arranged and Managed by :
MANEESH SHAJI & KHALID NAJ 

Mixed by : MIDHUN ANAND
Assisted by UNMESH UNNIKRISHNAN 

Mastered by : GETHIN JOHN (Hafod Mastering,UK)

CHIEF ASSOCIATE: AKHIL J CHAND

Recording Studios:
Mindscore Studio, Cochin 
Audio Craft, Bangalore (SAHIL ANWAR)
Sound Town, Chennai (SANKEERTH SHAJI)

Artist Co-ordination: KD VINCENT, DON VINCENT

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2026 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now:https://bit.ly/SonyMusicMalayalamOfficial
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth
Join our WhatsApp broadcast channel https://whatsapp.com/channel/0029VaAThD53GJOwZNFUJZ3B
Join Our Instagram broadcast channel https://ig.me/j/Abal-auA3Y5L6OtV/",2026-04-12T10:45:24.470229,trending
7eJjGA2pTe4,Tu Yaa Main | Official Trailer | Shanaya Kapoor Adarsh Gourav | Netflix India,Netflix India,2026-04-09T08:54:56Z,24,Entertainment,"['Aanand L Rai', 'Bejoy Nambiar', 'Bollywood thriller', 'Gen Z', 'Godzilla', 'Jaws', 'Khoon Bhari Maang', 'Netflix', 'Shanaya Kapoor', 'Siddhant Chaturvedi', 'The Pool', 'Vinod Bhanushali', 'animal attack', 'couples', 'crocodile attack', 'getaway', 'horror', 'new trailer', 'predator', 'romcom', 'survival', 'survival horror', 'thriller', 'thriller movies', 'what to watch', 'shanaya kapoor movies', 'Adarsh Gourav movies', 'Adarsh Gourav', 'bollywood', 'rekha', 'crocodile', 'new movie']",513085,6346,333,PT3M34S,"Like, Share, SURVIVE ❤️‍🔥 Collab of the year is coming soon 👀🐊

As the stakes rise, so do the risks for Shanaya Kapoor and Adarsh Gourav, where one wrong move could change everything.

Watch Shanaya Kapoor and Adarsh Gourav in Tu Yaa Main, out 10 April, on Netflix.

Watch on Netflix: https://www.netflix.com/title/82134630

Follow Netflix India on:
Website: https://www.netflix.com/
YouTube: http://bit.ly/NetflixIndiaYT
Instagram: http://www.instagram.com/netflix_in
Facebook: http://www.facebook.com/NetflixIN
Twitter: http://twitter.com/netflixindia",2026-04-12T10:45:24.470229,trending
vLfVLaYrDpA,I BECAME INDIA'S  NO.1 FREE FIRE PLAYER 🔥,Desi Gamers,2026-04-12T04:03:20Z,20,Gaming,"['Free Fire', 'desi gamers', 'free fire india', 'garena free fire', 'free fire live', 'desi gamers new video', 'amit bhai', 'desi army', 'amitbhai new video', 'challenge videos free fire', 'amit shrama', 'free fire challenges', 'TOTAL GAMING', ""I BECAME INDIA'S NO.1 FREE FIRE PLAYER"", 'INDIAS NO1 PLAYER']",149506,11256,828,PT19M27S,"I BECAME INDIA'S  NO.1 FREE FIRE PLAYER


AGAR VIDEO PASAND AAYA TOH 
LIKE - COMMENT - SUBSCRIBE - SHARE

SUBSCRIBE OTHER CHANNEL -

Vlog - https://youtu.be/HTXY99ssCiM
Live  - https://youtu.be/OvfGzsKVRVU
PC Games - https://www.youtube.com/@Desiextra1 

SOCIAL MEDIA - 
Instagram - https://www.instagram.com/desigamers1/
Discord - https://discord.gg/desigamers
Facebook - https://www.facebook.com/AmitBhaiiii
TWITTER - https://twitter.com/desigamers01
Whatsapp - https://whatsapp.com/channel/0029Va9CITFH5JM0RGtSyv1o

BUSSINESS EMAIL - OFFICIALDESIGAMERS@GMAIL.COM


#AmitBhai #DesiGamers",2026-04-12T10:45:24.470229,trending
o-iWYlgdUHw,Shubh - ACE (Official Music Video),SHUBH,2026-04-10T07:12:26Z,10,Music,"['Shubh', 'Shubh ACE', 'Shubh New Song', 'Chapter IV Shubh', 'Shubh Chapter 4', 'ACE Official Video', 'Shubh EP 2026', 'Shubh New EP', 'Shubh All Songs', 'Punjabi Hip Hop 2026', 'New Punjabi Song 2026', 'Trending Punjabi Songs', 'Desi Hip Hop', 'DHH', 'Punjabi Rap', 'Gangsta Rap Punjabi', 'Punjabi Pop', 'Latest Punjabi Hits', 'Shubh ACE Status', 'Shubh ACE Lyrics', 'Best Punjabi Songs for Car', 'Shubh New Song 2026 ACE', 'Jatt nu kehnde ACE Hunda ni jehda CHASE', 'Leke pickke 4×4 de billo', 'Asle di ghare kholi a dkaan ni']",1322992,84170,5767,PT2M47S,"Singer/Lyrics/Composer - Shubh
Music Producer - 808K Antares
Mix - mixedbyswitch, Gurjit Thind
Master - Joe LaPorta (Sterling Sound)
Dolby Atmos Mix/Master - Gurjit Thind
Video Director - Nav Dhiman",2026-04-12T10:45:24.470229,trending
i0_EbbpN0wM,"#ThimmarajuPalliTV - TRAILER | Kiran Abbavaram | Sai Tej, Vedha Jalandharr | V.Muniraju",Mana Telugu Cult,2026-04-09T15:15:54Z,22,People & Blogs,"['#ThimmarajuPalliTV - TRAILER | Kiran Abbavaram | Sai Tej | Vedha Jalandharr | V.Muniraju', 'ThimmarajuPalliTV - TRAILER', 'ThimmarajuPalliTV', 'Kiran Abbavaram', 'Sai Tej', 'telugu cinema', 'dacoit video songs', '2026 Telugu Trailers', 'Latest Telugu Trailers', '2026 New Telugu Trailers', 'Telugu Trailers', 'New Telugu Trailers', '2026 Latest Telugu Trailers']",314641,4505,60,PT2M23S,"#ThimmarajuPalliTV - TRAILER | #KiranAbbavaram | #SaiTej, Vedha Jalandharr | V.Muniraju",2026-04-12T10:45:24.470229,trending
7BgVFMKrVZY,STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS,Joxy,2026-04-11T09:10:14Z,20,Gaming,"['steal a brainrot giveaway', 'steal a brainrot giveaway live', 'steal a brainrot secret giveaway', 'steal a brainrot live giveaway', 'steal a brainrot brainrot god giveaway', 'steal a brainrot stream', 'steal a brainrot live', 'steal a brainrot 24/7 stream', 'steal a brainrot', 'steal a brainrot god', 'w steal a brainrot', 'steal a brainrot game', 'steal a brainrot gifting', 'steal a brainrot mod', 'steal a brainrot glitch', 'steal a brainrot 24/7', 'roblox steal a brainrot', 'steal a brainrot roblox']",362473,14941,71,PT2S,"STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS GIVEAWAY! (ROBLOX)

steal a brainrot, steal a brainrot tips, steal a brainrot code, steal a brainrot hack, steal a brainrot magma, steal a brainrot codes, steal a brainrot owner, caylus steal a brainrot, steal a brainrot roblox, roblox steal a brainrot, steal a brainrot secret, steal a brainrot update, steal a brainrot script, steal a brainrot modded, steal a brainrot glitch, modded steal a brainrot, steal a brainrot hidden, steal a brainrot rainbow, steal a brainrot exploit, vindooly steal a brainrot, steal a brainrot vindooly, how to get free secrets in steal a brainrot, steal a brainrot giveaway live, steal a brainrot live, steal a brainrot update, steal a brainrot live stream, steal a brainrot free secrets, how to get secrets in steal a brainrot roblox, how to get free brainrot gods in steal a brainrot, roblox steal a brainrot, steal a brainrot roblox, streal a brainrot roblox giveaway, steal a brainrot giveaway, steal a brainrot giveaway live, steal a brainrot secret giveaway, steal a brainrot live giveaway, steal a brainrot brainrot god giveaway, steal a brainrot stream, steal a brainrot live, steal a brainrot 24/7 stream, steal a brainrot, steal a brainrot god, w steal a brainrot, steal a brainrot game, steal a brainrot gifting, steal a brainrot mod, steal a brainrot glitch, caylus steal a brainrot, steal a brainrot cheats, steal a brainrot hack, steal a brainrot 24/7, derk steal a brainrot, steal a brainrot admin abuse, when is the next admin abuse in roblox steal a brainrot",2026-04-12T10:45:24.470229,trending
7F1ET2XHQfk,"KATSEYE (캣츠아이) ""PINKY UP"" Official MV",HYBE LABELS,2026-04-09T15:59:07Z,10,Music,"['HYBE', 'HYBE LABELS', '하이브', '하이브레이블즈']",11901785,703814,130004,PT3M2S,"KATSEYE (캣츠아이) ""PINKY UP"" Official MV
Shop KATSEYE: https://KATSEYE.lnk.to/Shop
Listen to PINKY UP, out now: https://katseye.lnk.to/PINKYUP 

Follow KATSEYE
Instagram: https://www.instagram.com/katseyeworld 
TikTok: https://www.tiktok.com/@katseyeworld  
YouTube: www.youtube.com/@katseyeworld 
X: https://Twitter.com/katseyeworld 
Weverse: https://weverse.io/katseye/feed  
Official Website: https://Katseye.world  
Newsletter: https://KATSEYE.lnk.to/SignUpID

Credits:
Director: Bardia Zeinali
Creative Director: Humberto Leon
Visual Director: João Moraes

Executive Creator: Sungdeuk Son
Head of Creative Production: Jay Ihn
Visual Creative: Andrew Ibea, Tiffany Suh, Sieun Jung, Tyler Murrah, Joon Cho, Rahul Bhatt
Performance Direction: Grant Gilmore, Sohey Sugihara
Contributing Choreography: Sergio Reis and Zacc Milne

Director of Photography: Larkin Seiple
Production Designer: Brittany Porter
Costumer: Katie Qian
Hair: Evanie Frausto
Makeup: Sophia Sinot
Nail: Naomi Yasuda

Edited by Graham Patterson
VFX by Pendulum
Color by Royal Munster

Production by Anonymous Content
-Partner, Managing Director: Eric Stern
-Head of Music Content & Special Projects: Nina Soriano
-Director of Production: Ena Nicole Abadjian
-Producer: Roisín Audrey Moloney

[PRESENTED BY HYBE X GEFFEN]

#KATSEYE #KATSEYE_PINKYUP",2026-04-12T10:45:24.470229,trending
vtI7rgq2JmY,RAAKA - Notion Trailer | Allu Arjun | Atlee Kumar | Deepika Padukone | | Sai Abhyankkar,Pan India Trailers,2026-04-07T20:45:02Z,1,Film & Animation,"['Notion Trailer', 'Pan Indian Movie Trailers', 'concept trailer', '#AA22Trailer', '#AA22xA6', '#AA22', '#AA22Update', '#AA22xA6Update', 'Allu Arjun Upcoming movie', 'Allu arjun latest movie', 'atlee upcoming movie', 'allu arjun upcoming movie trailer', 'aa22 a6 trailer', 'aa22 trailer', 'aa22 teaser', 'aa22 teaser update', 'aa22xa6 trailer update', 'allu arjun', 'aa22 trailer hindi', 'aa22 teaser hindi', 'aa22 glimpse', 'aa22 title trailer', 'aa22 title teaser', 'Raaka trailer', 'Raaka teaser', 'aa22 raaka', 'AA22 title RAKA']",995071,19364,309,PT1M1S,"Pan India Trailers Presents the Icon Star Allu Arjun Next 22nd movie title update RAAKA Notion Trailer 7.

We Making Pan Indian Movie Notion Trailers. A Notion is similar to a concept. It's a Top Fanbase Trailer Creation, is simply called Notion Trailer. First Notion Trailer created by Pan India Trailers (PIT). The goal of a fanmade notion trailer designed to spark curiosity and emotions to each trailer we craft. Our commitment goes beyond the ordinary, as we specialize in paid promotions and conceptual trailer creation. Dive into a universe where each frame tells a compelling story, and every moment leaves you on the edge of anticipation. Our sound design experts meticulously curate every sonic detail, ensuring that the trailers resonate with the audience on a visceral level.

We invite you to be a part of this cinematic journey, to subscribe and join us in celebrating the magic of Pan India Trailers (PIT).

DISCLAIMER: This video is created solely for entertainment purposes. It is not an original official teaser or trailer for the movie. This is a fictional (Notion) fan-made trailer, and the actual storyline of the movie may differ from what is shown in this video.

Channel Name : Pan India Trailers
#AA22xA6Trailer #RAAKA #alluarjun #AA22 #AA22xA6 #notiontrailer #panindiatrailers  @PanIndiaTrailers  

Credits:
     Music: Aftermath by Soundridemusic
     Link to Video: https://www.youtube.com/watch?v=WpxuZ9jOYDk",2026-04-12T10:45:24.470229,trending
CW5Av7WuF3A,PN ROSE IS LIVE ! BACK WITH PRO NATION SQUAD 🥵🔥 - #PNHARSH #SHORTS #PNROSE,PN ROSE,2026-04-11T23:56:39Z,20,Gaming,"['freefire', 'garena freefire', 'freefire live', 'pro nation', 'pn harsh', 'pn rose', 'samsung', 'techno gamerz', 'total gaming', 'ajjubhai', 'freefire max']",637241,16863,45,PT11H55M1S,"Become A Member ➤ https://www.youtube.com/pnrose/join

SUPPORT VIA ➤ PAYTM / PHONE PE / GPAY

UPI NO. ➤ 8233099899

UPI ID ➤ pnrose@ptyes

Every Donations  is Appreciated ❤

VLOG CHANNEL - https://youtube.com/rose-chaudhary
INSTAGRAM - https://instagram.com/_pnrose_
PRO NATION DISCORD - https://discord.gg/pronation

#PRONATION #FREEFIRE #GARENAFREEFIRE

ALOK vs DIAMONDS Best Clash Battle who will win Gameplay Garena Free Fire Live Streamer from India Killing Player with LOUD  Volume Spy Like James Bond 007 Level Up to 68.


Free Fire Top Country
1.Garena Free Fire Indonesia Live
2.Garena Free Fire Brazil Live
3.Garena Free Fire Brasil Live
4.Garena Free Fire India Live
5.Garena Free Fire Singapore Live
6.Garena Free Fire Thailand Live


#pnharsh #pnrowdy #pnsyed #pnarmy #pronationyt #garenafreefire #freefire #freefirelive #freefireindia #freefirebrazil #garena #freefirethailand #freefiremiddleeast #freefiremena #freefireindonesia #redcriminal #greencriminal #purplecriminal #hiphop #season2
#season1 #freefiremax #bgmi #bgmilive #battlegroundmobileindia #factoryroof #factorytop #free #freediamonds #freefirediamonds #freefirehack #hack #hackfreefire #freefireban #freefireheadshot #prank #prankvideo #freefiretop5 #top5freefire #freefirevsbgmi #goldroyale #diamondroyale 

Garena FreeFire ❤️",2026-04-12T10:45:24.470229,trending
bA8ipNNjrNc,Pardesi Pardesi Jana Nahi - Lyrics | Aamir Khan | Karisma | Udit Narayan | Alka Yagnik,Reels Trending Hindi Songs,2026-04-09T14:30:28Z,10,Music,"['pardesi pardesi jana nahi', 'pardesi pardesi lyrics', 'maine tumko chaha tumse pyar kiya', 'sab kuch tum pe yaar apna vaar diya', 'chod ke aise haal mein jo tum jaaoge', 'udit narayan and alka yagnik romantic songs', 'raja hindustani songs', 'raja hindustani all song', 'udit narayan songs', 'alka yagnik songs', 'udit and alka romantic songs', 'pardesi pardesi', 'raja hindustani', 'aamir khan songs', 'aamir khan', 'karisma kapoor', 'evergreen hindi songs 90s', '90s hits hindi song', 'hindi song']",136810,479,8,PT7M25S,"Pardesi Pardesi Jana Nahi - Lyrics | Aamir Khan | Karisma | Udit Narayan | Alka Yagnik

Song Credits:
Song: Pardesi Pardesi Jana Nahi
Movie: Raja Hindustani
Singers: Udit Narayan, Alka Yagnik, Sapna Awasthi
Music Director: Nadeem-Shravan
Lyricist: Sameer

Song lyrics:
Main Yeh Nahin Kehti Ke Pyaar Mat Karna
Kisi Musafir Ka Magar Aitbaar Mat Karna
Pardesi Pardesi Jaana Nahi
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Pardesi Mere Yaara Vaada Nibhana
Mujhe Yaad Rakhna Kahin Bhool Na Jana

Pardesi Pardesi Jaana Nahi
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Pardesi Mere Yaara Vaada Nibhana
Tum Yaad Rakhna Kahin Bhool Na Jana
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke

Maine Tumko Chaaha Tumse Pyaar Kiya
Sab Kuch Tum Pe Yaar Apna Vaar Diya
Maine Tumko Chaaha Tumse Pyaar Kiya
Sab Kuch Tum Pe Yaar Apna Vaar Diya
Ban Gayi Jogan Maine Preet Ka Jog Liya
Na Socha Na Samjha Dil Ka Rog Liya

Pardesi Mere Yaara Laut Ke Aana
Tum Yaad Rakhna Kahin Bhool Na Jana
Pardesi Pardesi Jaana Nahi
Tu Jaana Nahi
Pardesi Pardesi Jaana Nahi
Re Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Mujhe Chhod Ke Mujhe Chhod Ke

Bhool Na Jaana Bhool Na Jaana
Bhool Na Jaana Ooo
Har Pal Meri Yaad Tumhein Tadpayegi
Main Jagunga Neend Tumhein Na Aayegi
Har Pal Meri Yaad Tumhein Tadpayegi
Tadpayegi
Main Jagunga Neend Tumhein Na Aayegi
Chhod Ke Aise Haal Mein Jo Tum Jaaoge Tum Jaaoge
Sach Kehta Hoon Jaan Bahut Pachhtaoge
Pardesi Mere Yaara Mujhe Na Rulaana
Tum Yaad Rakhna Kahin Bhool Na Jana

Pardesi Pardesi Jaana Nahi
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Pardesi Mere Yaara Vaada Nibhana
Mujhe Yaad Rakhna Kahin Bhool Na Jana
Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke

Pardesi Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
Pardesi Mere Yaara  
Haan… Vaada Nibhana
Pardesi Mere Yaara  
Haan… Laut Ke Aana
Mujhe Yaad Rakhna Kahin Bhool Na Jana
O Mere Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke
O Mere Pardesi Jaana Nahi
Mujhe Chhod Ke Mujhe Chhod Ke",2026-04-12T10:45:24.470229,trending
